ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,N2,N3,N4,N5,N6,N7,N8,N9,N10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,C1,C2,C3,C4,C5,C6,C7,C8,C9,Sexo,,,
333,1,2,2.00,0,1,7,6,57,12,27,6,12,2,0,3,5,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
334,2,2,2.00,2,0,0,97,39,13,28,15,14,0,2,1,5,2,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,,
335,2,2,2.00,2,0,8,97,19,9,0,9,97,0,8,3,2,1,4,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
336,2,3,2.00,0,3,9,8,74,9,0,12,8,8,0,4,5,1,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,
337,1,2,2.00,2,1,4,3,73,14,51,98,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
338,1,2,2.00,0,0,2,12,27,14,27,10,15,0,1,3,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,,,
339,1,2,2.00,1,1,4,12,56,16,39,16,16,1,0,4,5,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
340,1,2,2.00,5,2,5,98,66,13,49,8,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
341,1,1,2.00,0,2,1,98,73,12,36,98,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
342,1,2,1.00,0,0,4,97,41,16,51,15,97,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,,
343,1,1,1.00,3,1,4,6,59,15,47,12,16,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,,,
344,1,2,1.00,0,1,0,8,36,16,66,8,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
345,1,3,1.00,2,0,1,12,52,16,74,12,12,0,1,1,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
346,1,1,1.00,2,1,5,98,89,14,28,0,97,1,0,4,5,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
347,1,2,1.00,0,0,5,98,40,14,39,12,97,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,,,
348,1,2,1.00,4,2,1,12,29,17,24,12,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
349,1,2,1.00,0,1,3,18,24,16,25,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
350,1,1,1.00,2,0,2,8,40,14,45,12,12,0,1,4,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,,,
351,1,2,1.00,3,0,5,10,46,12,47,99,15,0,1,4,5,1,2,3,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,,,
352,2,2,1.00,0,2,1,11,36,12,65,12,97,1,0,1,5,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
353,1,2,1.00,3,2,4,16,39,16,68,14,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
354,1,1,1.00,2,1,3,14,38,20,75,18,17,2,0,5,4,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
355,1,2,1.00,3,1,1,14,60,16,49,7,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
356,1,1,1.00,4,0,3,8,64,13,69,6,97,0,1,5,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
357,1,2,1.00,1,2,7,12,43,16,69,12,16,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
358,1,2,1.00,0,1,0,12,28,16,41,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
359,1,1,2.00,3,1,1,12,69,13,32,13,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
360,1,2,2.00,2,3,1,97,52,14,46,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
361,1,1,2.00,2,0,5,9,36,16,64,99,16,0,1,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
362,1,2,2.00,2,2,1,98,50,16,61,98,12,2,0,3,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
363,1,3,2.00,1,2,2,9,36,16,55,8,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
364,1,1,2.00,4,0,2,98,76,12,53,12,12,0,2,1,5,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
365,1,3,2.00,2,2,6,98,45,12,17,11,97,1,0,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,,
366,1,2,2.00,2,2,5,12,48,12,45,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
367,1,2,2.00,3,0,1,97,52,12,49,12,12,0,1,4,5,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,,
368,1,1,2.00,1,1,2,6,43,12,46,8,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
369,1,3,1.00,1,0,6,12,30,12,46,12,97,0,1,4,5,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,
370,1,1,1.00,0,2,3,98,73,12,46,8,97,2,0,5,4,1,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
371,1,3,1.00,2,3,9,98,69,12,34,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
372,1,2,1.00,0,0,3,98,72,18,64,12,97,0,2,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
373,1,1,1.00,1,0,1,12,83,14,46,12,97,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
374,1,1,1.00,4,1,3,8,54,10,22,8,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
375,1,2,1.00,2,0,3,12,39,13,33,12,97,0,1,4,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
376,1,2,1.00,0,2,6,12,29,15,41,16,16,1,0,2,5,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
377,1,2,1.00,4,0,5,98,76,12,30,98,10,0,1,4,5,1,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
378,1,1,1.00,3,2,3,98,56,12,46,98,11,1,0,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
379,1,2,1.00,2,2,3,20,28,12,28,12,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
380,1,2,1.00,2,0,10,14,34,14,36,12,12,0,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
381,1,3,1.00,0,1,3,14,25,14,60,12,97,1,0,2,5,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
382,1,2,1.00,3,0,3,8,41,13,22,12,16,0,1,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,
383,1,2,1.00,0,2,2,14,32,12,38,97,97,1,0,3,5,2,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
384,1,3,1.00,3,3,2,10,55,17,51,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
385,1,2,1.00,1,0,1,97,35,9,39,12,97,0,1,4,5,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,,,
386,2,1,1.00,1,8,0,6,68,12,47,6,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
387,2,2,1.00,1,0,4,98,76,15,45,8,97,0,2,9,9,9,9,9,1,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,,,,
388,1,2,1.00,3,2,3,12,36,12,47,12,13,2,0,4,5,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
389,1,2,1.00,0,2,4,12,31,16,61,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
390,1,1,1.00,2,0,2,12,36,12,46,8,12,0,2,2,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
391,1,1,1.00,4,8,5,6,74,8,33,0,8,8,0,1,5,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
392,3,1,1.00,3,2,10,14,49,12,33,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
393,2,1,1.00,2,0,12,12,45,16,66,12,20,0,8,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
394,2,1,1.00,2,1,8,12,42,12,36,12,97,1,0,5,3,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
395,1,2,1.00,0,3,4,98,71,7,27,98,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
396,1,2,1.00,0,0,2,97,40,12,40,12,97,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,
397,1,1,1.00,2,1,3,97,39,18,52,12,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
398,1,3,1.00,2,2,5,10,68,11,28,0,10,1,0,4,3,5,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
399,1,2,1.00,4,0,7,98,73,8,22,98,12,0,2,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
400,1,2,1.00,0,2,2,16,32,16,41,14,97,2,0,5,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
401,1,2,1.00,0,2,1,10,25,10,37,10,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
402,1,2,1.00,0,1,2,19,30,12,47,12,97,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
403,1,1,1.00,2,1,3,10,40,12,47,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
404,1,3,1.00,0,0,2,10,42,16,47,12,97,0,2,5,4,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
405,1,1,1.00,0,1,2,12,20,13,34,12,97,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
406,1,3,1.00,2,2,2,11,37,13,50,97,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
407,1,2,1.00,0,0,1,97,28,12,36,10,97,0,1,3,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
408,1,2,1.00,0,0,1,13,23,16,49,15,97,0,1,3,5,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
409,1,1,1.00,0,2,2,12,37,12,32,12,13,1,0,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,
410,1,1,1.00,0,1,3,98,22,12,39,8,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
411,1,2,1.00,1,2,3,97,48,12,30,12,12,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
412,1,2,1.00,2,0,0,8,74,11,47,8,11,0,1,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
413,1,2,1.00,1,1,1,14,40,20,51,10,20,3,0,5,4,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
414,1,2,1.00,1,2,2,16,80,14,20,12,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
415,3,2,1.00,4,0,4,6,35,12,41,5,97,0,1,1,4,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
416,3,3,1.00,2,2,3,97,31,13,46,3,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
417,2,1,1.00,5,0,10,12,32,12,41,99,97,0,2,2,5,3,4,1,2,2,2,2,2,8,2,2,1,2,2,2,2,2,2,2,8,8,2,,,
418,2,2,1.00,0,2,9,12,23,12,52,10,97,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,,,
419,2,3,1.00,3,2,5,98,30,12,0,98,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
420,2,3,1.00,7,2,6,98,32,10,0,98,97,2,0,2,5,3,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
421,1,1,1.00,0,2,0,12,63,12,46,8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
422,1,2,1.00,2,2,1,12,29,12,40,8,12,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,,,
423,1,1,1.00,0,2,7,8,77,9,36,16,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
424,1,2,1.00,1,0,2,16,32,20,86,12,20,0,1,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
425,1,2,1.00,3,2,5,14,31,12,33,14,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
426,1,1,1.00,3,0,3,98,84,12,34,98,97,0,8,1,3,5,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
427,1,2,1.00,1,2,1,97,21,12,28,12,97,1,0,2,3,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
428,1,2,1.00,0,1,5,12,29,13,42,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
429,1,1,1.00,2,0,6,19,33,14,40,14,12,0,1,5,3,1,2,4,1,2,2,2,1,2,9,2,1,2,2,1,2,2,2,2,2,2,1,,,
430,1,1,1.00,2,1,2,97,34,10,36,12,11,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
431,1,2,1.00,1,1,0,12,30,12,31,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
432,1,2,1.00,1,0,2,6,82,14,62,8,97,0,1,4,5,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
433,1,2,1.00,1,0,10,15,68,16,65,12,97,0,1,3,5,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
434,3,2,1.00,2,1,4,16,44,16,56,12,16,1,0,4,3,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
435,2,2,1.00,1,2,4,11,76,13,51,97,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
436,1,2,1.00,4,0,1,11,30,12,0,11,11,0,1,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
437,1,2,1.00,1,2,2,16,65,16,57,16,16,2,0,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
438,1,1,1.00,2,2,4,14,31,14,46,14,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
439,1,3,1.00,2,0,2,14,37,12,64,12,97,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,
440,1,2,1.00,1,2,1,14,26,12,43,97,97,1,0,5,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,
441,1,3,1.00,1,0,1,8,78,8,39,8,12,0,2,1,5,3,4,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
442,1,1,1.00,0,1,2,15,31,17,49,14,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
443,1,2,1.00,1,0,0,16,50,20,74,12,16,0,8,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
444,1,2,1.00,0,1,4,12,24,13,42,13,97,2,0,4,5,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
445,1,1,1.00,4,1,1,6,49,15,42,13,16,1,0,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
446,3,1,1.00,2,1,4,14,37,15,28,14,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
447,1,2,1.00,2,0,3,16,44,18,44,13,19,0,1,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
448,1,1,1.00,2,1,4,4,44,17,64,4,12,2,0,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
449,1,1,1.00,3,1,3,12,35,14,68,14,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
450,1,2,1.00,9,0,99,98,74,99,0,98,97,0,2,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
451,1,2,1.00,2,2,3,8,72,12,47,8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
452,1,2,1.00,2,0,2,10,33,12,51,10,12,0,1,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
453,1,1,1.00,0,1,7,97,25,15,32,14,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
454,1,2,1.00,2,0,3,12,77,20,86,13,13,0,1,4,5,3,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,
455,1,1,1.00,2,1,1,19,44,16,48,16,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
456,1,3,1.00,0,2,3,8,42,14,34,97,97,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,
457,1,2,1.00,3,2,2,11,43,12,50,11,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
458,1,2,1.00,3,0,1,11,36,12,51,12,12,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,
459,1,1,1.00,3,1,2,12,43,12,35,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
460,1,2,1.00,0,1,2,16,53,20,48,13,97,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
461,1,2,1.00,0,2,6,98,41,12,42,8,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
462,1,2,1.00,4,2,5,97,53,12,51,8,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
463,1,3,1.00,0,0,2,98,62,17,64,8,97,0,1,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
464,1,2,1.00,2,2,4,99,55,9,28,8,98,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
465,1,2,1.00,3,2,1,8,62,12,44,5,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
466,1,2,1.00,3,0,2,10,72,12,46,99,12,0,1,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
467,2,2,1.00,0,1,2,97,26,12,25,12,97,1,0,4,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
468,1,1,1.00,3,1,1,12,38,12,45,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
469,1,2,1.00,1,0,2,97,42,12,29,8,97,0,1,3,5,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
470,1,1,1.00,2,1,1,12,27,14,24,12,14,2,0,1,5,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
471,1,2,1.00,2,1,0,97,42,12,30,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
472,1,3,1.00,3,0,3,17,25,12,50,14,10,0,1,3,4,1,2,5,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,,,
473,1,2,1.00,4,2,1,6,48,12,36,8,6,1,0,3,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
474,1,2,1.00,2,1,5,98,47,10,22,98,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
475,1,9,1.00,0,2,3,7,19,10,0,12,97,1,0,3,5,1,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,,,
476,1,2,1.00,1,1,2,97,28,12,46,12,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
477,1,2,1.00,3,0,8,98,65,12,40,8,8,0,1,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
478,1,1,1.00,1,2,3,3,67,12,40,8,8,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
479,1,2,1.00,2,3,4,12,60,12,32,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
480,1,2,1.00,0,0,3,98,37,12,47,12,97,0,1,5,3,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,,,
481,1,2,1.00,3,1,0,97,67,12,45,8,12,2,0,2,5,1,4,3,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,,,
482,3,2,1.00,0,2,4,8,19,10,0,9,97,2,0,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
483,1,2,1.00,1,2,2,12,33,14,58,99,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
484,1,2,1.00,2,0,10,7,44,8,39,7,12,0,1,1,5,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
485,1,2,1.00,1,1,2,17,42,16,47,16,17,2,0,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
486,1,2,1.00,2,2,3,16,48,19,64,13,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
487,1,1,1.00,0,0,9,8,67,17,51,12,12,0,1,3,5,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
488,1,2,1.00,2,2,2,12,37,16,47,14,14,2,0,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,,
489,1,2,1.00,2,2,0,11,41,16,46,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
490,1,2,1.00,4,0,2,98,52,16,45,12,12,0,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
491,1,1,1.00,2,2,4,12,38,16,49,12,14,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
492,1,2,1.00,2,2,3,12,43,16,46,13,12,2,0,5,4,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,,
493,1,2,1.00,2,2,3,97,31,12,30,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
494,1,1,1.00,1,0,0,14,35,12,51,12,14,0,1,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
495,1,2,1.00,1,2,1,16,34,16,59,16,12,2,0,1,5,4,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
496,1,2,1.00,2,1,10,12,34,12,50,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
497,1,2,1.00,1,0,9,12,29,12,44,13,17,0,1,2,5,1,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,,,
498,1,2,1.00,0,1,2,12,19,11,31,12,97,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,,,
499,1,2,1.00,2,1,9,97,31,12,45,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
